data	target
usp real estate lt uspt gain sale usp real estate investment trust say will post first quarter gain dlrs sale spanish villa apartment savannah ga complete last week	earn
southmark lt sm acquire berg ventures southmark corp say acquire berg ventures inc manage apartment complex unit shopping center stretch new jersey florida control affiliate berg harmon associates term disclose southmark say acquisition make nation large apartment management firm unit wing southmark also say become manage partner berg harmon associate berg harmon limited partner make capital investment mln dlrs property now manage southmark	acq
intermedics inc lt itm st qtr feb one net oper shr ct vs ct oper net vs rev mln vs mln note current st qtr oper net exclude operate loss carryforward ct per share st qtr oper net exclude loss carryforward dlrs one ct per share loss discontinued operation dlrs	earn
usda change low protein wheat terminal price u.s . agriculture department lower ascs terminal price low protein hard red winter hard red spring wheat number location senior usda official say usda reduce price hard red winter wheat kansas city texas six cent minneapolis duluth cent st louis nine cent ralph klopfenstein deputy administrator commodity operation agricultural stabilization conservation service say department also lower terminal price hard red spring wheat minneapolis duluth cent say addition usda cut pacific northwest price hard red spring wheat cent usda official ask identify say official say hard red spring wheat price chicago denver toledo adjust amount pacific northwest duluth minneapolis price change lead pickup pik roll activity klopfenstein say price change decide upon last week will effective today say klopfenstein also say department raise premium high protein wheat offset drop low protein wheat price mean net price wheat command protein premium remain unchanged	grain
investor group put pressure gencorp lt gy investor group try acquire gencorp inc say move unseat board director take action gencorp refuse discuss billion dlr takeover bid general acquisition co partnership wagner brown afg industries inc lt afg reiterate statement send gencorp friday willing negotiate early offer dlrs share tire broadcast plastic aerospace conglomerate analyst speculate gencorp fetch least dlrs per share break gencorp official decline comment statement spokesman reiterate request shareholder wait board render opinion make decision offer gencorp say statement make company annual meeting tuesday general acquisition say board carry duty shareholder make informed decision explore way offer can revise provide great value shareholder general acquisition add aware board may review alternative transaction might provide gencorp shareholder payment cash case recognise additional equity capital may well enable offer cash security great value gencorp provide similarly structure transaction say add gencorp board obligation present alternative proposal shareholder way allow compete offer general acquisition request give chance bid competitive fair basis final decision make buyout proposal statement repeat request gencorp remove poison pill prefer share purchase right shareholder make takeover expensive say might take legal action seek support shareholder call special meeting replace board consider proposal gencorp accept proposal contain defensive feature say	acq
rubbermaid lt rbd see continue improvement rubbermaid inc say incoming order rate continue strong expect continue record favorable year year comparison remain quarter today company report first quarter earning mln dlrs sale mln dlrs earning mln dlrs sale mln dlrs	earn
new zealand budget forecast see positive analyst say surprised government announcement forecast budget surplus fiscal say consistent previous policy statement positive economy finance minister roger douglas predict budget surplus year end march mln new zealand dlrs billion deficit last year analyst poll reuters say forecast budget surplus even positive bullish analyst forecast good news financial market market expectation among analyst question reuter budget vary widely balanced budget billion dlr deficit none predict surplus forecast initially look positive bond foreign exchange market one analyst say paradoxically new zealand dollar rise medium term despite low interest rate overseas investor become confident invest new zealand say however foreign exchange dealer disagree say local dollar primarily interest rate drive will move low local dollar drop u.s . dlrs hour trading just budget release analyst say budget also positive share market despite increase contribution company taxation revenue figure one equity analyst predict budget surplus announcement push share market point tomorrow budget statement broadly expect continuation exist policy absence traditional pre election incentive view positively overseas investor another say one merchant bank economist say certain anti tax avoidance measure damage sector share market particularly multi national company government also lower borrowing requirement bond tender result surplus requirement rest year now mln n.z . dlrs predict billion predict revenue budget look sustainable appear hold back expenditure another economist say add document seem entirely credible altogether look good labour election prospect say election due end september	money-fx
saudi businessman discuss private sector saudi arabian business leader assemble conference aim thrash problem face private sector kingdom oil dependent economy meeting top businessman across saudi arabia come time guarded optimism industry commerce follow opec pact boost world oil price four day conference resort town high mountain tihamah plain stretch red sea organise saudi arabia chamber commerce finance minister mohammed ali abal khail commerce minister suleiman abdulaziz al salim will attend first day banker businessman say conference will air problem face commerce industry last year slide oil price examine way promote high investment private sector sorely short finance government planner long recognise saudi arabia world large crude exporter need foster private enterprise diversify oil base economy fledgling private sector hard hit middle east recession early several big manufacturing trading company run problem repay loan renew optimism year stem largely accord reach opec last december curb oil output boost price benchmark level dlrs per barrel oil price recover saudi arabia go ahead turn year long delay budget plan incorporate billion riyal deficit bridge draw foreign reserve simple act publish budget restore measure confidence business community share price rise pct since last november bank generally report slowdown number new non perform loan banker convince one senior corporate finance manager riyadh say bank still reluctant lend certainly optimism air I sure firmly base businessman banker point government spending still tight control non oil economy may still contract capital expenditure large project cut sharply u.s . embassy report saudi arabia publish just budget say industrialisation continue one government high priority recession payment problem lack financing reduce saudi foreign investor interest industry lack fresh investment expect major issue among businessman gather official figure show number new licence industrial venture fall pct six month march compare period lending saudi industrial development fund major source industry backing fall steadily since trading company also hit catch huge inventory construction equipment recession bit firm lay worker cut bloated inventory effectively liquidate reach agreement banker extend debt repayment late rescheduling shipping hotel conglomerate redec negotiator just initial draft accord restructure payment billion riyal bank debt banker businessman say conference also likely discuss apparent reluctance u.s . british firm step investment kingdom british government delegation just leave riyadh hold preliminary talk way offset huge saudi outlay defence contract supply fighter aircraft worth five billion stg	crude
lt sensormatic canada ltd year net shr ct vs ct net vs rev vs	earn
interco inc th qtr shr ct vs cts interco inc th qtr shr ct vs ct	earn
team inc lt tmi rd qtr feb net shr profit five ct vs loss ct net profit vs loss revs mln vs mln nine mth shr profit six ct vs loss dlrs net profit vs loss revs mln vs mln	earn
electronic tele communication rd qtr loss shr class loss three ct vs profit ct shr class loss seven ct vs profit eight ct net loss vs profit sale vs nine mth shr class profit five ct vs profit ct shr class loss three ct vs profit ct net profit vs profit sale vs note full name electronic tele communications inc lt etcia	earn
pulitzer publishing co lt pltzc declare qtly div qtly div ct vs ct prior pay may record april	earn
delta say court order will delay merger delta air line lt dal say court order require western air line lt wal arbitrate two union will delay april merger two airline order issue ninth circuit court appeals require western discuss two union whether western labor contract will bind delta delta say nevertheless court order cause significant personnel problem include possible delay wage increase delta plan give western personnel april ronald allen delta president say delta say feel court err reconsider order	acq
hyponex corp lt hypx year net shr ct vs dlrs net vs rev mln vs mln	earn
control resource lt crix see low earning control resource industries inc say company estimate earning dlrs ct per share compare dlrs ct per share company say preliminary estimate revenue mln dlrs compare estimate result base share outstanding compare share outstanding steven lutterbach chairman say net income adversely affect primarily due low operating margin company western environmental subsidiary increase bad debt reserve western environmental acquire march lutterbach explain company take step improve financial accounting control primarily western adequate time acquisition note final result fourth quarter will depend allocation increase cost second fourth quarter lutterbach say possible second quarter result will restate though final net income year will remain estimate range add preliminary indication first quarter revenue favorable	earn
venezuela tighten foreign exchange restriction venezuela central bank order venezuelan bank exchange house cease foreign exchange operation broker base outside country accord copy central bank telex make available reuters measure confirm brokerage firm effectively cut foreign participation venezuela volatile currency market telex issue may sign carlos hernandez delfino manager bank department international operation telex say restriction business foreign broker line early measure prohibit foreign exchange house sell dollar foreign currency anyone live outside venezuela recent week venezuelan government deny rumour intend impose foreign exchange control prop weakening bolivar broker say central bank move see de facto currency control definitely control sense long complete freedom operate one broker say gradually re impose restriction direction towards complete control broker say broker request anonymity say venezuelan customer stop business since central bank issue telex follow telephone call say restriction impose volume firm transaction venezuela mln dlrs day frenetic market really quite active say broker say see logical explanation prohibition firm act act intermediary venezuelan broker exchange house bank weren buy dollar venezuelan ridiculous say ve rampage foreigner broker note two month ago venezuela central bank quietly announce bank foreign exchange business outside venezuela respect new pct reserve requirement february central bank also prohibit trading bolivar future broker say use forward market say small currency miraculous say bolivar average u.s . dollar continue slip current range central bank rapidly run foreign reserve support currency free market	money-fx
great northern nekoosa first qtr shr dlrs vs cts great northern nekoosa first qtr shr dlrs vs ct	earn
pda engineering lt pda halt software shipment pda engineering say temporarily defer shipmetns patran software ibm computer due technical problem program company say deferral will reduce thrid quarter revenue earning pda say anticipate resume shipment fourth quarter	earn
entertainment lt em may seek crazy eddie lt crzy enetertainment marketing inc president elias zinn demand list crazy eddie inc shareholder company say may pursue merger edison n.j . electronic retailer filing securities exchange commission zinn say demand shareholder list make june may desire communicate crazy eddie shareholder regard affair company zinn firm disclose hold pct stake crazy eddie common stock say may acquire share negotiate merger tender offer entertainment marketing inform june shearson lehman brothers inc act behalf crazy eddie provide certain information crazy eddie tell sec entertainment marketing houston base firm involve electronic wholesaling televise home shopping sale propose eight dlr share merger acquisition crazy eddie may modify proposal june include possible participation crazy eddie management entertainment marketing tell sec expect meet crazy eddie representative near future entertainment marketing also disclose retain drexel burnham lambert inc financial advisor investment banker light june announcement crazy eddie chemical bank long fund mln dlr credit facility company plus decline price stock entertainment marketing zinn say continue evaluate alternative respect investment crazy eddie stock depend evaluation company include action crazy eddie board possible third party bid company entertainment marketing president say may hold present stake company sell share purchase share open market private purchase connection merger tender offer accord sec file entertainment marketing zinn buy current holding crazy eddie common share may june dlrs dlrs share total mln dlrs	acq
owen corn lt ocf complete sale plant owens corn fiberglas corp say complete previously announce sale three foam product plant atlas roofing corp undisclosed term sale part restructuring company say	acq
standard lt srd mobil lt mob plan offshore platform standard oil co say contract award lt cbs engineering inc drilling production platform instal ewe bank block gulf mexico standard mobil corp pct interest standard say standard oil production co subsidiary will operate platform design produce barrel oil mln cubic foot gas daily platform now expect instal summer owner kerr mcgee corp lt kmg pct lt prudential insurance co america pct	crude
braniff inc lt bair th qtr loss jan shr loss ct vs loss ct net loss mln vs loss mln revs mln vs mln year shr loss ct vs profit dlr net loss mln vs profit mln revs mln vs mln note net include extraordinary gain mln dlrs tax loss carryforward year loss dlrs th qtr	earn
dyr liquidate lt dyr set liquidate payout dyr liquidating corp formerly dyneer corp say board declare third liquidating dividend one dlr per share payable shareholder record april say will file certificate dissolution date company say shareholder record date will acquire beneficial interest liquidating trust will form hold company asset say ask american stock exchange suspend trading common stock close april ensure settlement trade april dyr say expect stock withdraw registration securities exchange act shortly april dyr say pay date dividend will april	earn
iranian oil minister uae talk iranian oil minister gholamreza aqazadeh united arab emirates uae discuss oil price general market situation iranian official accompany say will meet uae president sheikh zaid bin sultan al nahayan oil minister mana say al oteiba aqazadeh arrive last night brief stopover riyadh meet saudi arabia oil minister hisham nazir official saudi press agency quote say talk riyadh nazir constructive good aqazadeh say organisation petroleum exporting countries opec member agree hold production stable reiterate importance maintain oil price opec member agree december limit production mln barrel per day first half year benchmark price dlrs barrel february aqazadeh also viste opec members gabon algeria libya iranian news agency irna quote say leave tripoli opec everything possible make oil price permanently stable	crude
may lt ma report strong st qtr start may department store co report record result fourth quarter end january say encourage new fiscal year strong start february march company say merger last year associated dry good account pooling interest go well may say act like one company every day expansion schedule track may say plan invest mln dlrs year open department store eight discount store specialty outlet company report fourth quarter earning mln dlrs dlrs share mln dlrs dlrs share year early revenue advance billion dlrs billion dlrs	earn
poehl say rate cut possible source bundesbank president karl otto poehl tell close investment symposium west germany cut lead interest rate united states make similar move banking source say source report poehl remark symposium duesseldorf last week organise deutsche bank ag press representative invite source speak separately say poehl tell banker reply question cut u.s . interest rate give room matching measure germany definite hint low german interest rate say one banker attend symposium bundesbank spokesman say central bank comment report remark make private meeting accord second source also decline identify poehl comment see banker present direct pointer move central bank defend german industry additional revaluation mark say americans drop interest rate bundesbank also drop say quite clearly second source say reply question poehl also say half point cut discount lombard rate january come u.s . signal prepare attend meeting discuss level dollar condition germany make move advance source say ask american authority persuade cut german rate come bargaining table early last september one source quote poehl say wouldn check paris meeting group six industrial nation take place exactly one month german cut rate poehl emphasise comment close talk central bank meeting say financial market fully realise significance paris session u.s . agreement stem far fall value dollar source say first time participant summit agree fall dollar harmful world economy include u.s . poehl say source say tone poehl comment boost grow sentiment dollar stabilise around current level international central bank cooperation one source say poehl remark also underline fact bundesbank now prepared accommodative monetary policy order prevent slowdown west germany economic growth poehl bundesbank official past stress german central bank direct responsibility growth solely concerned combat inflation lead instance introduction tight monetary stance beginning december half point cut rate late january source quote poehl say current overshooting german monetary target directly respark inflation bundesbank oblige react immediately whenever overshooting occur late datum central bank money stock bundesbank main measure money supply show measure grow pct january outside three six pct target share price rise active trading today dealer report poehl remark couple bullish outlook stock price deutsche symposium bring strong bargain hunting current low level	money-fx
dixon explore sale cyclop lt cyl unit dixon group plc lt dxns british concern recently acquire operational control cyclops corp say explore possibility sell cyclop subsidiary busy beaver building centers inc filing security exchange commission dixon say determine explore possibility sale follow preliminary review business activity cyclop busy beaver building center pittsburgh pa lumber building material company dixon win control cyclop dlr share tender offer	acq
murray ohio lt myo see high st qtr earning murray ohio manufacturing co say expect first quarter earning high dlrs dlrs per share record first quarter last year company produce lawn mower bicycle say earning ahead last year due increase lawn garden shipment january february record set pace march	earn
united banks colorado lt ubks acquisition clear united bank colorado inc say receive federal reserve board approval acquire intrawest financial corp lt intw exhcnmage united share intrawest share company say acquisition still subject day review u.s . justice department expect complete second quarter	acq
boliden take allis chalmers division swedish mining metal group boliden ab lt bld st say buy mining equipment operation u.s . allis chalmers corp lt ah amount pct group sale mln crown boliden president kjell nilsson tell news conference acquisition allis chalmers unit describe world lead producer equipment mineral processing industry yield positive synergy effect boliden mining metal engineering operation nilsson say takeover also will provide opportunity cooperate mining material handle operation boliden parent company lt trelleborg ab say allis chalmers sell need new cash suffer big loss farm equipment operation deal subject approval allis chalmer annual meeting company official say	acq
call money pressure large german bank one two large west german bank effectively drain domestic money market liquidity end month order achieve high rate overnight deposit money dealer say result call money soar active trading around lombard rate five pct pct yesterday bank find short minimum reserve fund bundesbank figure show bank hold average daily billion mark interest free minimum reserve asset central bank first day month though march requirement billion actual holding weekend billion meet daily average dealer say bank must raise holding two billion mark billion today tomorrow liquidity tight early business bank excessively take bundesbank offer sale treasury bill friday provide rate pct three day deposit effective floor market though liquidity bill buy thursday flow back market today bulk return tomorrow start new month dealer say dealer say large bank name command short term money requirement much five billion mark knowledge need end month bank buy excessive amount treasury bill drain liquidity three day bank seek fund rate rise large bank able place excess fund deposit considerably high average return one senior dealer say bundesbank advanced knowledge market need curtail sale treasury bill friday though dealer late day learn total minimum reserve holding previous day bundesbank immediate overview situation anticipate strength demand fund following day say bundesbank dealer easily say sell treasury bill re sell amount say bundesbank want finely steer market avoid excess tomorrow will different call money will fall back pct bundesbank approve sharp jump rate give delicate state currency market international central bank pain prevent dollar fall major currency include mark dealer say rise call money give mark firm undertone contribute downward pressure dollar whole tender policy call money three four pct case excess today can popular senior dealer say dealer say large bank probably achieve average rate return excess fund pct four pct high return earn without excessive draining treasury bill mechanism currency situation wage negotiation germany major employer union bundesbank unlikely make change monetary policy council meeting thursday say bundesbank figure show bank fall back lombard emergency funding facility draw billion mark yesterday rate begin tighten late business	money-fx
u.s . okay usair lt pacific southwest purchase u.s . department transportation say give final approval usair group propose mln dlr acquisition pacific southwest airlines department say acquisition likely substantially lessen competition harm public interest department give tentative approval acquisition january department say decide make final tentative decision review public response agency say reject assertion air north america currently operate plan start service city serve usair psa acquisition lessen chance new entry market carrier agency say air north america provide support claim transaction give two carrier monopoly power market transportation agency say air north america also fail show barrier prevent new entrant market prevent carrier increase service agency note final order psa operate exclusively west mexico usair serve west part long haul flight east midwest two carrier serve five point common los angeles san diego san francico phoenix tucsonm agency say transportation department also reject request teamster union represent psa worker require protection psa worker agency note usair promise give protective benefit psa worker union represent psa worker collective bargaining agreement provide protection	acq
maxtor corp lt mxtr buy private firm maxtor corp say buy privately hold storage dimensions inc undisclosed sum company say storage dimension incorporate maxtor high capacity inch winchester optical disk drive family datum storage subsystem ibm pcs xts ats compatible storage dimension creator speedstor software utility program integrate high capacity disk drive pcs maxtor say purchase reflect desire compete high capacity segment pc market	acq
harcourt lt hbj disappoint harper lt hpr harcourt brace jovanovich inc say disappointed negotiation harper row publishers inc underway harcourt make dlrs share unsolicited bid march march harcourt say three officer meet harper financial advisor discussion since harcourt say plan increase bid harcourt bid precede early dlrs share bid theodore cross harper response harcourt announcement early today harper say recently appoint special committee independent director receive expression interest several domestic foreign firm respect restructure acquisition transaction harper say determination make transaction special committee continue talk interested party effort come conclusion near future	acq
club med inc lt cmi st qtr jan net shr ct vs ct net vs rev mln vs mln	earn
taft lt tfb bidder sell entertainment unit propose buyout taft broadcasting co dudley taft investor include plan sell company entertainment group accord one investor jonathan nelson manage director narragansett capital corp lt narr participate buyout plan decline say buyer already line entertainment group consider sell group nelson say wall street analyst say hollywood film studio might interested taft broadcasting co comment dlr per share offer taft mln share outstanding pct taft ingall family dudley taft relinquish title president july continue vice chairman company taft narragansett requste response proposal march plan accept taft private company finance high yield bond bank debt nelson say narragansett investment management company specialize leveraged buyout transaction taft share climb cause arbitrageur say investor believe bidder may raise price robert bass control pct stock american financial corp holder pct return telephohe call seek comment dennis mcalpine analyst oppenheimer co say I don think worth dlrs note taft recently agree sell group independent television station loss say entertainment group include hanna barbara animation studio currently hamper glut animate product taft broadcasting never comment report major stockholder meet recently discuss break company macalpine say lot option reshape company distribution various piece major shareholder among possibility analyst alan gottesman l.f . rothschild unterberg towbin inc say bass group increase stake belief company worth change strategy say bass push sale independent television station company pay much	acq
financial benefit group inc lt fbgia year loss shr loss ct vs loss ct net loss vs loss revs mln vs mln avg shrs vs note share adjust stock dividend reverse split	earn
canterra energy drill well nova scotia lt canterra energy ltd say will drill exploratory well scotian shelf kilometer east southeast halifax nova scotia drilling will begin late april meter water will drill total depth meter canterra say canterra will operate well pct interest lt petro canada inc pct lt trillium exploration corp pct lt nova scotia resources ventures ltd pct	crude
ec member state cool cereal plan european community ec member state generally give cool initial reaction proposal european commission cereal price change related measure come season ec diplomat say say meeting ec special committee agriculture representative member state say change take together harsh impact farmer income britain netherland show willingness accept commission overall package say well cut two pct common price cereal commission propose limitation intervention february march period reduce monthly increment intervention price ec farm minister will first discussion proposal meeting begin next monday	grain
madagascar extend amoco oil exploration agreement madagascar extend oil exploration agreement u.s . firm amoco corp lt month allow study morondava basin southwest coast government statement say say exist five year agreement due expire july extend end allow additional geological geophysical study amoco far lay km seismic line sink five exploration well morondava basin may drill three well end extended exploration period statement say madagascar sign oil exploration agreement four foreign oil company since despite promise indication large reserve commercial production plan yet announce foreign firm amoco occidental petroleum corp lt oxy mobil corp lt mob unit lt ente nazionale idrocarburi work partnership national military office strategic industry omnis roland ratsimandresy director general omnis say ceremenony sign extension amoco agreement department intensify oil exploration exist partner soon offer new round exploration licence	crude
lt triumph capital inc make acquisition triumph capital inc say sign letter intent acquire first security transfer systems inc pompano beach fla undisclosed term company say also enter commercial finance business formation triumph financial corp say new wholly unit extend dlr secure line credit micro design inc	acq
vtx elecronic lt vtx set sdtock split vtx electronics corp say board declare five four stock split payable april nine holder record march	acq
dinner bell foods inc lt dinb st qtr sept shr dlrs vs seven ct qtly div ct vs ct prior qtr net vs sale mln vs mln note net include pre tax gain dlrs termination retirement plan salary employee dlrs charge reorganization cost dividend payable november holder record november two	earn
american brands lt amb see high st qtr net american brands inc say expect first quarter net earning exceed record mln dlrs dlrs share earn year ago quarter company also say believe sale first quarter will surpass record sale billion dlrs last year company say unit sale american tobacco lucky strike filter line rise pct last year lead gain lucky franchise american brands say will introduce new low price brand cigarette call malibu company u.k . based gallaher ltd unit strong performance become second large contributor operate earning american brands say	earn
intermec corp lt intr nd qtr sept net shr ct vs ct net vs rev mln vs mln avg shrs vs six mth shr ct vs ct net vs rev mln vs mln avg shrs vs	earn
mercury entertainment lt mcry see well result mercury entertainment corp say expect improved result company today report loss year end november dlrs revenue dlrs compare loss dlrs revenue dlrs year	earn
williams lt wmb th qtr charge williams cos say fourth quarter charge mln dlrs discontinued operation writedown contribute net loss mln dlrs dlrs share earning mln dlrs ct loss quarter mln dlrs dlrs income mln dlrs ct year ago revenue quarter fall mln dlrs mln year fall billion dlrs billion williams also say previously announce sale agrico chemical co unit freeport mcmoran resource partners ltd clear antitrust review close next week first quarter will include proceed agrico sale mln dlrs cash closing plus deferred payment proceed mln dlrs sale stake peabody hold co complete january first quarter williams report net mln dlrs ct share sale mln dlrs williams say charge current year relate ongoing restructuring company say restructure move improve balance sheet improve outlook future stability growth earning operating profit company northwest pipeline corp unit fall pct mln dlrs low sale williams natural gas unit operate profit mln dlrs compare mln dlrs low sale volume profit williams gas marketing rise mln dlrs mln william pipe line co operate profit mln dlrs versus mln dlrs year ago	earn
american management system lt amsy rd qtr net shr ct vs ct net vs rev mln vs mln nine mth shr ct vs ct net vs rev mln vs mln note full name american management systems inc	earn
morgan crucible pretax profit rise mln stg year december shr vs div vs make vs turnover mln stg vs mln pretax profit mln vs mln tax mln vs mln operate profit mln vs mln investment income mln vs mln net finance charge mln vs mln company full name morgan crucible co plc lt mgcr minority provision preference dividend mln vs mln extraordinary debit mln vs mln credit operating profit include carbon mln vs mln technical ceramic mln vs mln thermal ceramic mln vs mln speciality chemical mln vs mln electronics mln vs mln reuter	earn
capitol bancorp lt capb restate net loss capitol bancorp say expect restate result loss one mln dlrs due reclassification loan recommend auditor ernst whinney company say restatement also reflect substantial increase reserve principal subsidiary capitol bank trust co say expect earn dlrs first quarter capitol say maintain adequate capital ratio will seek additional equity capital near future also say delay annual meeting may due restatement annual earning capitol say board raise quarterly dividend ct ct share payable april record march company originally report earning dlrs earn dlrs last year first quarter annual meeting schedule second week april	earn
metallgesellschaft ag lt metg year september domestic group net profit mln mark vs mln parent net profit mln vs mln dividend six mark vs parent payment disclose reserve mln vs mln	earn
raven industries inc lt rav th qtr jan net shr profit six ct vs loss nine ct net profit vs loss sale mln vs year shr profit dlrs vs profit dlrs net profit vs profit sale mln vs mln	earn
adc telecommunications inc lt adct st qtr net periods end jan shr ct vs ct net vs sale mln vs mln backlog mln vs mln	earn
top official arrive treasury talk top official lead industrial nation arrive u.s . treasury main building begin meeting group five official see arrive reuter correspondent include west german finance minister gerhard stoltenberg bundesbank president karl otto poehl french finance minister edouard balladur central banker jacques de larosiere also see arrive japanese finance minister kiichi miyazawa japan central bank governor satoshi sumita british chancellor exchequer central bank governor robin leigh pemberton immediate sign italian canadian official monetary source say fully blow meeting group seven expect begin around p.m. local time gmt last least p.m. gmt communique expect issue italian source say italian acting finance minister giovanni goria meet treasury secretary james baker last night talk baker apparently convince goria decline attend february meeting group seven paris italy participate fully meaningful decision	money-fx
unitrode corp lt utr th qtr jan loss shr loss ct vs profit ct net loss vs profit revs mln vs mln mth shr loss ct vs profit ct net loss vs profit revs mln vs mln note income taxis mth end jan include gain fire insurance settlement unusual charge provision estimated cost severance pay terminate worker one time writedown inventory equipment	earn
spectran corp lt sptr th qtr shr loss dlrs vs profit ct net loss mln vs profit revs mln vs mln year shr loss dlrs vs profit ct net loss mln vs profit mln revs mln vs mln note th qtr include mln dlr restructure charge writedown dlrs year include writedown mln dlrs	earn
little prince productions ltd lt ltlp st qtr loss qtr end dec shr profit nil vs loss nil net profit vs loss revs vs	earn
keycorp lt key rd qtr net shr ct vs ct net mln vs mln avg shrs mln vs mln nine mth shr dlrs vs dlrs net mln vs mln avg shrs mln vs mln note previously reoprte amount restate earning first northwest bancorp acquire pooling interest july	earn
u.s . bank likely lift prime rate soon major u.s . bank may lift prime lending rate within day due recent increase borrowing cost speculation federal reserve nudge interest rate help dollar economist say first prime rate boost since mid bank early april lift rate quarter point pct cite reduce gap prime cost money spread narrow prime rate increase happen soon tonight say robert brusca nikko securities co international inc brusca say quarter point prime rate rise eight pct justify spread bank cost fund prime rate narrow less three quarter percentage point say spread average around percentage point since last october fall one point trigger april prime rate rise bank easily another prime rate increase soon week say david jones aubrey lanston co ve get fairly good chance prime rate rise near future say allan leslie discount corp base spread prime rate funding cost ordinarily see prime rate increase now say harold nathan economist wells fargo bank however say bank may reluctant lift prime dampen already fairly weak business loan demand sure fed will maintain recent upward pressure money market interest rate nathan believe fed let market pressure lift short term rate recent day help ail dollar say widespread belief money market rate will stay high prime rate rise occur time fed official long express concern steep dollar drop help rekindle u.s . inflation dollar fall year low yen friday currency trader say fed central bank support dollar addition buy dollar outright another way stabilize u.s . currency fed push u.s . interest rate high relative overseas rate base particularly fed reserve management action friday today nathan wells fargo say become clear fed fully resist upward rate pressure market supply reserve need bank funding cost short long term interest rate rise sharply friday today heighten speculation fed gently firm monetary policy fed supply far reserve market economist expect friday fed add reserve indirectly small amount via one billion dlrs customer repurchase agreement federal fund rate bank lend one another high pct fund trade even higher pct today fed arrange slightly large billion dlr round customer repurchase agreement fed action friday today show offer token resistance upward fund rate pressure say jones lanston fed focus policy attention mainly need defend dollar jones say believe merely shade policy toward restraint now major impact dollar fed will tighten policy overtly point jones expect fed foster high market rate become restrictive supply reserve within four six week raise discount rate pct jones say u.s . discount rate increase six pct might well accompany west german japanese rate cut far aid dollar give likely fed policy firm say yield year treasury bond pct now prime rate may pct end june nine pct year end jury still whether fed tighten policy defend dollar say leslie discount corp say tax date pressure push fed fund lately leslie say fed action reserve datum pressure abate will show whether firm policy	money-fx
bp managing director say company plan hike dlrs standard offer bp managing director say company plan hike dlrs standard offer	acq
franklin resources inc lt ben set quarterly qtly div six ct vs six ct prior pay april record march	earn
carson pirie lt crn start proxy mailing carson pirie scott co say plan start mail proxy material stockholder connection november special meeting holder will ask consider previously announce agreement greyhound corp lt agreement greyhound will acquire merger three company foodservice operation dobb international service dobb house carson international transaction approve carson say stockholder will receive dlrs cash one share common new carson pirie scott co share hold	acq
family health system lt fhsy make purchase family health system inc say federal bankruptcy court fort worth texas approve offer purchase lt sheppard dental centers inc asset chapter bankruptcy proceed dlrs fhs administer market multiple office dental practice dallas metropolitan area well dental office dallas metroplex company say plan open location dallas end	acq
weatherford lt wii suspend preferred payout weatherford international say suspend indefinitely payment regular quarterly dividend ct per share convertible exchangeable cumulative preferred stock weatherford say will sixth non payment dividend stock say payment april weatherford also say holder preferred stock will right elect two additional director board director	earn
fed johnson say fed act stabilize dollar federal reserve board vice chairman manuel johnson say dollar stabilize currency action take fed take appropriate action dollar stabilize johnson say testify house banking subcommittee elaborate nature action take say spirit agreement reach six industrial nation paris recently johnson say dollar decline currency japanese yen gradual since accord united states britain west germany japan france canada foreign exchange market closely watch indication intervention central bank determine committment nation agreement nation agree currency exchange rate correct level pact sign early year	money-fx
aero services international inc lt aeroe year shr loss ct vs profit ct net loss mln vs profit revs mln vs mln note net loss include loss mln dlrs ct share discontinued operation revenue include revenue last eight month beckett aviation acquire september year end september	earn
sierra pacific resources inc lt srp dividend qtly div ct vs ct prior payable may one record april	earn
baker say u.s . want stabilize exchange rate treasury secretary james baker say united states nation willing cooperate stabilize foreign exchange rate level exist time international agreement last month position respect dollar go back paris agreement currency within range broadly consistent underlie economic condition baker tell senate committee baker continue say far willing cooperate closely foster stability exchange rate around level refer february agreement six lead industrial nation cooperate monetary matter baker refuse answer question whether japan germany enough stimulate domestic economy united states support dollar I will comment foreign exchange market read less intend statement baker say baker say signatory recognize must carry share load correct external imbalance hinder world economy cite news report germany increase propose tax cut five billion mark stimulate domestic growth japan also agree consider stimulative measure japanese budget make final baker say nation stimulate economy manner consistent gain inflation	money-fx
williams cos lt wmb year loss shr loss dlrs vs profit ct net loss mln vs profit mln rev billion vs billion note include loss mln dlrs dlrs share discontinued operation writedown holding texasgulf inc restate	earn
wicke company lt wix complete sale unit wickes companies inc say complete sale sequoia supply division new company create management division paul hylbert president sequoia name president chief executive officer new company	acq
fed add reserve via customer repurchase federal reserve enter u.s . government security market arrange two billion dlrs customer repurchase agreement fed spokesman say dealer say federal fund trade pct fed begin temporary indirect supply reserve banking system	money-fx
arco lt arc spin see mln dlrs atlantic richfield co consider spin pct interest chemical operation gain mln dlrs deal industry analyst estimate yesterday arco stock jump much five point rumor spin chemical operation base mln outstanding share market frenzy value spin mln dlrs analyst say atlantic richfield aware rumor issue statement around mid day consider sale pct unit lead investor take profit announcement company stock retreat close today small deal expect somewhat disappointing say analyst george baker smith barney say rumor spin around couple day baker say unit profitable wasn get type exposure atlantic richfield seek value reflect company stock price industry analyst richard pzena sanford bernstein say unit operate earning mln dlrs last year expect earn mln dlrs year base multiple time earning pzena say chemical company now sell entire unit worth three billion dlrs put pct interest around mln dlrs pzena say think company sell stake chemical margin peak speculate company use proceed pay debt add possibility remain deal fall yesterday arco say proposal yet present board chemical unit last year revenue billion dlrs	acq
